Skills,Interests,CGPA,Experience,Career
Linux,Robotics,3.23,Yes,AI Engineer
REST APIs,Web Development,2.86,Yes,Mobile App Developer
GitHub,Web Development,3.95,Yes,Software Engineer
Dart,Software Development,3.49,No,Mobile App Developer
Linux,Automation,3.26,Yes,QA Engineer
HTML,UI/UX Design,3.33,Yes,UI/UX Designer
UI/UX,Mobile App Development,2.88,No,UI/UX Designer
SQL,Research,3.37,No,Software Engineer
Express.js,Backend Development,3.16,Yes,Backend Developer
Terraform,DevOps,3.31,No,Cloud Engineer
Cloud Computing,DevOps,3.58,No,Cloud Engineer
HTML,Software Development,3.39,Yes,Frontend Developer
Linux,Software Development,3.71,No,Database Administrator
Power BI,Business Intelligence,3.49,Yes,Data Analyst
Flutter,Mobile App Development,3.71,No,Mobile App Developer
Linux,Cloud Computing,3.47,Yes,Cloud Solutions Architect
Java,Mobile App Development,3.31,No,Mobile App Developer
Pandas,Data Analytics,3.54,No,Data Analyst
Java,Software Development,2.96,No,Backend Developer
SQL,Software Development,3.96,Yes,Product Manager
Python,Web Development,2.73,Yes,QA Engineer
AWS,Cyber Security,3.99,No,Cyber Security Analyst
Docker,Automation,3.4,Yes,DevOps Engineer
Oracle,Data Analytics,3.22,Yes,Database Administrator
Express.js,Software Development,3.78,Yes,Full Stack Developer
Node.js,Backend Development,3.45,No,Backend Developer
React,Software Development,3.32,No,Full Stack Developer
MySQL,Research,3.37,No,Business Analyst
AWS,Cloud Computing,3.23,No,DevOps Engineer
Linux,DevOps,3.79,Yes,System Administrator
TensorFlow,Data Science,3.45,Yes,Machine Learning Engineer
Python,Artificial Intelligence,3.34,No,Machine Learning Engineer
Deep Learning,Research,3.24,Yes,Data Scientist
Git,Web Development,2.8,Yes,Full Stack Developer
Power BI,Business Intelligence,2.85,Yes,Business Analyst
REST APIs,Software Development,3.24,Yes,Backend Developer
Node.js,Database Management,3.87,Yes,Backend Developer
Power BI,Research,3.53,Yes,Data Analyst
Python,Machine Learning,3.42,No,Data Scientist
SQL,Web Development,3.39,Yes,Full Stack Developer
C++,Software Development,3.96,No,Software Engineer
Dart,Web Development,2.89,Yes,Mobile App Developer
MongoDB,Mobile App Development,2.64,No,Flutter Developer
Data Analysis,Business Intelligence,3.02,No,Business Intelligence Analyst
Python,Research,3.26,No,Data Scientist
HTML,Mobile App Development,2.77,Yes,UI/UX Designer
React,Mobile App Development,2.67,No,Mobile App Developer
CSS,Mobile App Development,2.7,No,UI/UX Designer
Docker,Networking,3.62,No,Cloud Engineer
Excel,UI/UX Design,3.91,Yes,Product Manager
SQL,Database Management,3.59,No,Backend Developer
Docker,Backend Development,3.51,Yes,Backend Developer
Tableau,Data Science,2.94,Yes,Data Analyst
Cloud Computing,Cloud Computing,3.63,Yes,Cloud Engineer
Linux,DevOps,3.0,No,System Administrator
Networking,Cloud Computing,2.91,Yes,Cloud Engineer
Python,Data Science,3.55,Yes,Data Analyst
TensorFlow,Machine Learning,3.55,Yes,Data Scientist
SQL,Research,2.93,Yes,Business Analyst
Python,Data Analytics,3.7,Yes,Database Administrator
Java,Software Development,3.33,No,Software Engineer
Python,Business Intelligence,3.75,No,Product Manager
Node.js,UI/UX Design,2.99,Yes,Frontend Developer
JavaScript,Web Development,3.17,Yes,Frontend Developer
Power BI,Software Development,3.9,Yes,Product Manager
Deep Learning,Machine Learning,3.94,Yes,Machine Learning Engineer
Data Analysis,Business Intelligence,3.29,No,Business Intelligence Analyst
UI/UX,Web Development,2.97,No,UI/UX Designer
MongoDB,Software Development,3.8,Yes,Database Administrator
MongoDB,Software Development,3.26,Yes,Database Administrator
Bash,Automation,2.85,No,System Administrator
Pandas,Data Science,3.42,No,Machine Learning Engineer
Docker,Data Analytics,3.01,No,Database Administrator
MySQL,Business Intelligence,3.46,No,Business Analyst
Figma,Software Development,3.42,No,Product Manager
C++,Research,3.45,No,Software Engineer
Linux,Networking,3.02,Yes,System Administrator
Pandas,Business Intelligence,3.19,No,Data Analyst
Ethical Hacking,Cloud Computing,3.8,Yes,Cyber Security Analyst
R,Data Science,3.6,No,Data Scientist
Express.js,Database Management,2.74,Yes,Full Stack Developer
Linux,Networking,2.8,Yes,System Administrator
Power BI,Data Science,3.53,No,Data Analyst
PostgreSQL,Data Analytics,3.14,Yes,Data Analyst
Dart,Mobile App Development,2.69,Yes,Flutter Developer
Node.js,Web Development,3.74,Yes,Full Stack Developer
SQL,Data Science,3.89,No,Data Analyst
Azure,Automation,3.69,Yes,Cloud Engineer
Photoshop,Web Development,2.96,Yes,UI/UX Designer
SQL,Research,3.57,Yes,Business Analyst
GitHub,Software Development,3.87,No,Software Engineer
Git,Research,3.72,Yes,Cyber Security Analyst
Data Analysis,Business Intelligence,3.47,Yes,Business Analyst
Pandas,Research,3.0,No,Data Analyst
NumPy,Robotics,3.59,No,AI Engineer
Tableau,Data Analytics,3.07,Yes,Product Manager
Dart,Software Development,3.36,Yes,Mobile App Developer
Python,DevOps,2.76,Yes,System Administrator
AWS,Machine Learning,3.24,No,Machine Learning Engineer
REST APIs,Backend Development,3.62,No,Backend Developer
PostgreSQL,Business Intelligence,3.41,Yes,Data Analyst
Dart,Mobile App Development,3.57,Yes,Flutter Developer
Excel,Business Intelligence,2.9,No,Business Intelligence Analyst
Excel,Machine Learning,3.96,No,Data Scientist
TensorFlow,Machine Learning,3.37,Yes,Data Scientist
UI/UX,Web Development,3.35,No,UI/UX Designer
GitHub,DevOps,3.7,No,DevOps Engineer
AWS,Automation,3.83,No,Cloud Solutions Architect
Linux,Networking,3.4,No,Cyber Security Analyst
MongoDB,Database Management,3.09,No,Database Administrator
Git,Machine Learning,3.77,Yes,Machine Learning Engineer
HTML,UI/UX Design,2.72,No,UI/UX Designer
Git,Web Development,2.81,No,QA Engineer
JavaScript,Web Development,3.08,No,UI/UX Designer
SQL,Business Intelligence,2.99,No,Business Analyst
Azure,Artificial Intelligence,3.82,No,AI Engineer
Python,Networking,3.24,No,System Administrator
Docker,Automation,3.98,Yes,Cloud Solutions Architect
Kubernetes,DevOps,3.63,Yes,Cloud Solutions Architect
REST APIs,Software Development,2.7,Yes,Flutter Developer
Node.js,UI/UX Design,3.3,No,Frontend Developer
Docker,Backend Development,3.01,Yes,Backend Developer
Python,Data Science,3.24,No,Data Scientist
Dart,Software Development,3.61,Yes,Flutter Developer
Git,Robotics,3.34,No,AI Engineer
Node.js,Backend Development,3.15,Yes,Backend Developer
Flutter,Software Development,3.12,No,Flutter Developer
Data Analysis,UI/UX Design,3.97,No,Product Manager
Kubernetes,Networking,3.67,Yes,Cloud Solutions Architect
SQL,Data Science,3.63,Yes,Machine Learning Engineer
Linux,Automation,3.49,Yes,DevOps Engineer
Python,Cyber Security,3.37,No,Cyber Security Analyst
JavaScript,Automation,3.36,No,QA Engineer
Excel,Research,2.89,Yes,Business Analyst
Power BI,Business Intelligence,3.55,Yes,Product Manager
Pandas,Business Intelligence,3.14,Yes,Business Analyst
Networking,Networking,2.97,No,System Administrator
SQL,Cyber Security,2.86,Yes,Network Engineer
PyTorch,Robotics,3.21,Yes,AI Engineer
Flutter,Software Development,2.62,Yes,Flutter Developer
Cloud Computing,Networking,3.97,Yes,Cloud Solutions Architect
Docker,Software Development,3.68,Yes,Backend Developer
SQL,Business Intelligence,3.23,No,Business Intelligence Analyst
JavaScript,UI/UX Design,3.15,No,Frontend Developer
Git,UI/UX Design,3.55,Yes,Frontend Developer
Python,Data Analytics,3.7,No,Business Analyst
Linux,Cloud Computing,2.86,Yes,DevOps Engineer
HTML,UI/UX Design,3.18,Yes,UI/UX Designer
Linux,DevOps,3.81,Yes,Cloud Engineer
Excel,Research,3.37,No,Business Analyst
React,UI/UX Design,3.7,Yes,Frontend Developer
PyTorch,Artificial Intelligence,3.86,No,AI Engineer
Kubernetes,Cloud Computing,3.75,Yes,Cloud Solutions Architect
Linux,Data Analytics,2.82,Yes,Database Administrator
Machine Learning,Machine Learning,3.75,Yes,Data Scientist
Kubernetes,Automation,3.66,No,System Administrator
Cyber Security,Cyber Security,3.73,No,Cyber Security Analyst
AWS,Automation,3.33,No,System Administrator
REST APIs,Software Development,3.49,No,Flutter Developer
Ethical Hacking,Cyber Security,3.01,Yes,Cyber Security Analyst
Git,Software Development,3.08,Yes,Backend Developer
Java,Software Development,3.16,Yes,Software Engineer
Firebase,Mobile App Development,3.68,Yes,Flutter Developer
Python,Automation,3.83,No,Cloud Solutions Architect
Pandas,Research,3.78,No,Data Scientist
SQL,Data Analytics,3.22,Yes,Database Administrator
Ethical Hacking,Research,3.62,Yes,Cyber Security Analyst
PyTorch,Machine Learning,3.66,Yes,AI Engineer
React,Web Development,3.75,Yes,Mobile App Developer
SQL,Data Analytics,3.2,Yes,Business Intelligence Analyst
Cloud Computing,Networking,3.94,No,Cloud Engineer
Excel,Research,3.78,Yes,Data Analyst
Cloud Computing,DevOps,3.59,Yes,Cloud Solutions Architect
Cyber Security,DevOps,3.16,Yes,Network Engineer
SQL,Database Management,3.82,Yes,Database Administrator
Tableau,Data Analytics,2.98,No,Business Intelligence Analyst
PostgreSQL,Data Analytics,2.9,Yes,Database Administrator
PyTorch,Artificial Intelligence,4.0,No,Machine Learning Engineer
MySQL,Business Intelligence,3.29,Yes,Business Intelligence Analyst
Git,DevOps,3.26,No,System Administrator
Cloud Computing,DevOps,3.3,No,Cloud Engineer
Docker,Automation,3.26,Yes,Cloud Solutions Architect
PyTorch,Machine Learning,3.22,Yes,AI Engineer
Next.js,Software Development,3.33,Yes,Frontend Developer
REST APIs,Mobile App Development,2.98,Yes,Flutter Developer
SQL,Database Management,3.25,Yes,Database Administrator
Ethical Hacking,Research,3.52,Yes,Cyber Security Analyst
C++,Software Development,2.91,Yes,Software Engineer
JavaScript,Software Development,3.69,Yes,Frontend Developer
Docker,Software Development,3.51,No,Database Administrator
Node.js,Web Development,2.79,Yes,Frontend Developer
MySQL,Database Management,3.07,Yes,Database Administrator
Tableau,Data Analytics,3.09,Yes,Business Analyst
Cyber Security,Networking,3.51,Yes,Network Engineer
Power BI,Data Analytics,3.49,No,Business Analyst
Networking,DevOps,2.91,Yes,System Administrator
JavaScript,Mobile App Development,3.24,No,Flutter Developer
JavaScript,Web Development,2.54,Yes,UI/UX Designer
Python,Business Intelligence,3.59,No,Product Manager
MySQL,Data Analytics,3.76,Yes,Business Intelligence Analyst
SQL,Research,3.27,No,Business Analyst
Excel,Data Science,2.98,No,Business Intelligence Analyst
Docker,Cloud Computing,3.19,No,Cloud Engineer
Azure,Cloud Computing,2.88,Yes,DevOps Engineer
Excel,Business Intelligence,2.83,Yes,Business Analyst
Docker,Cloud Computing,3.39,Yes,Network Engineer
Dart,Software Development,2.89,Yes,Flutter Developer
Linux,Software Development,3.23,Yes,QA Engineer
Git,Web Development,3.2,Yes,QA Engineer
Networking,DevOps,2.96,Yes,System Administrator
Python,Automation,3.2,Yes,Cloud Solutions Architect
Excel,Data Analytics,3.41,No,Product Manager
Azure,Automation,3.1,Yes,Cloud Engineer
Docker,Networking,3.31,No,Cyber Security Analyst
Java,Backend Development,3.69,No,Backend Developer
Cyber Security,DevOps,2.8,Yes,Network Engineer
REST APIs,Research,3.66,Yes,Software Engineer
Docker,Automation,3.5,Yes,Cloud Engineer
Data Science,Research,3.52,No,Data Scientist
Pandas,Automation,3.59,Yes,Machine Learning Engineer
Data Analysis,Research,3.18,Yes,Business Analyst
Networking,Automation,3.77,Yes,Cloud Solutions Architect
MySQL,Software Development,2.75,Yes,Backend Developer
Python,Cyber Security,3.79,Yes,Network Engineer
Data Analysis,Data Analytics,3.08,Yes,Business Intelligence Analyst
Power BI,Research,3.45,Yes,Data Scientist
Figma,Web Development,3.37,Yes,Frontend Developer
JavaScript,Automation,3.19,Yes,QA Engineer
Node.js,Database Management,3.81,Yes,Full Stack Developer
Git,Automation,2.81,Yes,QA Engineer
Terraform,Automation,3.04,No,Cloud Engineer
Selenium,Web Development,2.92,Yes,QA Engineer
Power BI,UI/UX Design,3.31,No,Product Manager
PostgreSQL,Database Management,2.92,No,Backend Developer
JavaScript,Mobile App Development,3.06,No,Flutter Developer
AWS,Cloud Computing,3.13,Yes,System Administrator
SQL,UI/UX Design,3.59,No,Product Manager
SQL,Automation,3.17,No,QA Engineer
Git,Automation,3.02,Yes,DevOps Engineer
Ethical Hacking,Cloud Computing,3.47,No,Cyber Security Analyst
Git,Web Development,3.53,No,Software Engineer
JavaScript,Software Development,2.88,Yes,QA Engineer
CI/CD,Cloud Computing,3.67,Yes,DevOps Engineer
TensorFlow,Artificial Intelligence,3.36,Yes,AI Engineer
Python,Artificial Intelligence,3.48,No,Machine Learning Engineer
Azure,DevOps,3.4,Yes,Cloud Engineer
Python,Research,3.6,No,Business Analyst
Networking,DevOps,3.57,No,Cloud Engineer
TensorFlow,Artificial Intelligence,3.62,No,Data Scientist
Docker,DevOps,3.29,Yes,DevOps Engineer
Pandas,Business Intelligence,3.44,Yes,Data Analyst
REST APIs,Automation,2.84,Yes,QA Engineer
JavaScript,Research,3.73,No,Software Engineer
Networking,Cyber Security,3.04,Yes,Network Engineer
Python,DevOps,3.54,Yes,DevOps Engineer
Git,Cloud Computing,3.35,Yes,Cloud Engineer
Power BI,Artificial Intelligence,3.12,No,Data Scientist
PyTorch,Research,3.26,No,AI Engineer
Docker,Networking,3.81,Yes,Cloud Engineer
UI/UX,Mobile App Development,3.09,No,UI/UX Designer
NumPy,Artificial Intelligence,3.7,No,Data Scientist
Azure,DevOps,2.87,Yes,DevOps Engineer
PostgreSQL,Backend Development,3.08,No,Backend Developer
Pandas,Business Intelligence,3.28,Yes,Data Analyst
Data Analysis,UI/UX Design,3.64,No,Product Manager
Data Analysis,Business Intelligence,2.82,Yes,Business Analyst
Python,Cloud Computing,3.28,No,System Administrator
Firebase,Web Development,2.62,No,Mobile App Developer
Excel,Data Analytics,3.18,Yes,Product Manager
Linux,Web Development,3.9,Yes,Software Engineer
Cyber Security,DevOps,2.96,Yes,Network Engineer
Linux,Database Management,2.82,Yes,Database Administrator
Cyber Security,Research,3.74,Yes,Cyber Security Analyst
Azure,Research,3.77,No,AI Engineer
REST APIs,Software Development,2.64,Yes,QA Engineer
Python,Cyber Security,3.4,Yes,Cyber Security Analyst
Linux,DevOps,3.02,Yes,Network Engineer
Pandas,Data Analytics,3.08,No,Data Analyst
Git,UI/UX Design,3.79,Yes,Product Manager
HTML,UI/UX Design,3.22,No,Frontend Developer
Java,Backend Development,3.24,Yes,Backend Developer
JavaScript,UI/UX Design,2.94,No,UI/UX Designer
Data Analysis,Data Analytics,3.26,Yes,Business Intelligence Analyst
GitHub,Cloud Computing,3.09,Yes,DevOps Engineer
Tableau,Data Science,3.16,Yes,Data Analyst
Networking,Automation,3.86,Yes,Cloud Solutions Architect
REST APIs,Mobile App Development,3.61,Yes,Flutter Developer
Power BI,Data Analytics,3.79,No,Data Analyst
MongoDB,Mobile App Development,3.49,No,Mobile App Developer
Data Analysis,Business Intelligence,2.9,Yes,Business Intelligence Analyst
Tableau,Data Science,3.0,No,Business Intelligence Analyst
UI/UX,Mobile App Development,2.56,No,UI/UX Designer
Linux,Software Development,2.93,No,Database Administrator
Figma,Business Intelligence,3.01,Yes,Product Manager
Azure,Software Development,3.84,No,DevOps Engineer
Machine Learning,Artificial Intelligence,3.87,No,AI Engineer
React,Mobile App Development,3.52,Yes,UI/UX Designer
Azure,Cyber Security,3.34,Yes,Network Engineer
Node.js,Web Development,3.73,No,Full Stack Developer
Firebase,Mobile App Development,2.61,Yes,Flutter Developer
C++,Research,3.72,Yes,Software Engineer
GitHub,Research,3.25,Yes,Software Engineer
Selenium,Automation,3.38,Yes,QA Engineer
Docker,Software Development,3.4,No,Database Administrator
CSS,UI/UX Design,3.1,No,UI/UX Designer
Firebase,Mobile App Development,2.6,Yes,Mobile App Developer
Figma,Web Development,2.74,Yes,Frontend Developer
SQL,Cyber Security,3.55,Yes,Network Engineer
Cloud Computing,Cloud Computing,3.65,Yes,Cloud Solutions Architect
HTML,Web Development,2.94,Yes,Frontend Developer
Linux,Networking,3.94,Yes,Cloud Engineer
C++,Software Development,3.1,No,Software Engineer
HTML,UI/UX Design,2.61,No,UI/UX Designer
Linux,Artificial Intelligence,3.3,No,AI Engineer
Power BI,Business Intelligence,3.44,Yes,Business Intelligence Analyst
Adobe XD,UI/UX Design,3.7,No,UI/UX Designer
JavaScript,Automation,3.17,No,QA Engineer
Pandas,Data Science,3.85,No,Data Scientist
Machine Learning,Robotics,3.76,Yes,AI Engineer
Python,Research,3.23,Yes,Software Engineer
Python,Cloud Computing,3.77,Yes,Cyber Security Analyst
Cyber Security,Networking,2.96,No,Network Engineer
Docker,Data Analytics,3.63,Yes,Database Administrator
Terraform,Cloud Computing,3.73,No,Cloud Solutions Architect
Java,Software Development,3.6,No,Mobile App Developer
Azure,Networking,3.05,No,Network Engineer
Oracle,Database Management,3.88,Yes,Database Administrator
PyTorch,Research,3.26,Yes,Data Scientist
SQL,Automation,3.09,Yes,Software Engineer
MySQL,Software Development,3.26,No,Database Administrator
Networking,Cloud Computing,3.39,Yes,System Administrator
Python,Web Development,3.6,No,Software Engineer
NumPy,Automation,3.15,No,Machine Learning Engineer
Data Analysis,Business Intelligence,3.32,Yes,Business Intelligence Analyst
NumPy,Robotics,3.43,No,AI Engineer
Data Analysis,Data Analytics,3.87,No,Business Analyst
Docker,Software Development,2.95,Yes,Full Stack Developer
Git,Software Development,3.38,No,Flutter Developer
AWS,Automation,3.4,Yes,Cloud Solutions Architect
Linux,DevOps,3.37,Yes,Cloud Engineer
Python,Data Science,3.02,Yes,Business Intelligence Analyst
Power BI,Business Intelligence,3.02,No,Product Manager
TensorFlow,Machine Learning,3.37,No,AI Engineer
REST APIs,Database Management,3.17,No,Backend Developer
Pandas,Automation,4.0,No,Machine Learning Engineer
Python,UI/UX Design,3.2,Yes,Product Manager
AWS,Networking,3.03,Yes,Network Engineer
Cloud Computing,DevOps,3.61,Yes,Cloud Engineer
Tableau,Data Analytics,3.33,Yes,Product Manager
C++,Software Development,3.8,No,Software Engineer
Tableau,Data Analytics,3.86,No,Product Manager
Git,Artificial Intelligence,3.52,No,Machine Learning Engineer
Dart,Mobile App Development,3.31,No,Flutter Developer
Linux,Networking,3.95,Yes,Cyber Security Analyst
Git,Web Development,2.78,Yes,Mobile App Developer
Oracle,Database Management,3.1,No,Database Administrator
SQL,Data Science,3.51,Yes,Business Intelligence Analyst
Java,Software Development,3.76,No,Software Engineer
Python,Automation,2.85,Yes,System Administrator
UI/UX,Mobile App Development,3.66,No,UI/UX Designer
UI/UX,Web Development,2.6,Yes,UI/UX Designer
Excel,Research,3.19,No,Data Scientist
Git,Software Development,3.72,Yes,Software Engineer
MySQL,Database Management,2.94,No,Database Administrator
Java,Web Development,2.81,Yes,Software Engineer
MongoDB,Mobile App Development,2.96,No,Flutter Developer
SQL,Cloud Computing,3.04,Yes,Cyber Security Analyst
Data Analysis,Data Science,3.69,No,Business Intelligence Analyst
React,Web Development,2.88,No,Full Stack Developer
SQL,Research,3.72,No,Data Analyst
C++,Automation,3.42,No,Software Engineer
Power BI,Artificial Intelligence,3.4,No,Data Scientist
Linux,Automation,3.16,Yes,System Administrator
Docker,Software Development,3.73,Yes,Software Engineer
Ethical Hacking,Cloud Computing,2.95,Yes,Cyber Security Analyst
Git,Networking,3.58,No,Cyber Security Analyst
AWS,Machine Learning,3.24,Yes,Machine Learning Engineer
Python,Software Development,3.28,Yes,Database Administrator
Express.js,Backend Development,2.93,No,Backend Developer
CSS,UI/UX Design,3.77,Yes,UI/UX Designer
AWS,Automation,3.58,No,Cloud Engineer
Machine Learning,Artificial Intelligence,3.81,No,AI Engineer
JavaScript,Software Development,3.04,Yes,QA Engineer
PostgreSQL,Business Intelligence,3.12,Yes,Business Intelligence Analyst
AWS,Networking,3.65,Yes,Network Engineer
MongoDB,Web Development,3.47,Yes,Full Stack Developer
Cyber Security,Networking,2.88,No,Network Engineer
GitHub,Web Development,3.38,Yes,Software Engineer
Next.js,UI/UX Design,2.69,No,Frontend Developer
Linux,DevOps,2.67,No,System Administrator
AWS,Robotics,3.38,Yes,AI Engineer
Git,Cloud Computing,2.77,No,System Administrator
Docker,DevOps,3.44,No,Cloud Engineer
Linux,Automation,3.97,Yes,Cloud Solutions Architect
Power BI,Data Science,3.51,Yes,Business Intelligence Analyst
React,Web Development,3.4,No,Full Stack Developer
Figma,Business Intelligence,3.06,Yes,Product Manager
Python,Business Intelligence,3.13,Yes,Business Intelligence Analyst
Linux,Software Development,2.87,Yes,Software Engineer
Java,Web Development,3.99,No,Software Engineer
Linux,Research,3.79,No,Cyber Security Analyst
Kubernetes,Networking,3.79,Yes,Cloud Solutions Architect
NumPy,Data Science,3.18,Yes,Data Analyst
SQL,Cyber Security,3.98,No,Cyber Security Analyst
Flutter,Mobile App Development,3.76,No,Flutter Developer
MongoDB,Software Development,2.82,No,Database Administrator
Adobe XD,UI/UX Design,3.21,Yes,UI/UX Designer
Azure,Networking,3.21,Yes,Cloud Engineer
AWS,Networking,3.97,No,Cyber Security Analyst
Power BI,Data Science,3.07,No,Business Intelligence Analyst
Java,Software Development,3.09,No,Software Engineer
JavaScript,Mobile App Development,2.72,Yes,UI/UX Designer
Python,Cloud Computing,2.76,No,Network Engineer
Tableau,Business Intelligence,3.34,No,Business Analyst
REST APIs,Database Management,3.36,No,Backend Developer
Pandas,Data Analytics,2.85,No,Business Intelligence Analyst
AWS,Networking,2.97,Yes,System Administrator
Networking,Automation,2.91,Yes,DevOps Engineer
Adobe XD,Mobile App Development,2.86,No,UI/UX Designer
Dart,Mobile App Development,3.66,No,Flutter Developer
PyTorch,Research,3.03,Yes,Data Scientist
JavaScript,Database Management,3.11,No,Full Stack Developer
JavaScript,Software Development,3.17,Yes,Mobile App Developer
Oracle,Database Management,3.57,Yes,Database Administrator
Tableau,Data Analytics,3.31,Yes,Business Intelligence Analyst
Python,Business Intelligence,3.62,Yes,Data Analyst
Excel,Machine Learning,3.26,Yes,Data Scientist
Pandas,Software Development,3.21,Yes,Database Administrator
Security,Cloud Computing,3.89,Yes,Cloud Solutions Architect
Azure,DevOps,3.78,No,DevOps Engineer
Deep Learning,Automation,3.04,Yes,Machine Learning Engineer
Data Analysis,Data Analytics,3.09,Yes,Business Analyst
Linux,Software Development,3.87,Yes,Backend Developer
Flutter,Mobile App Development,3.31,No,Flutter Developer
Firebase,Mobile App Development,2.7,Yes,Mobile App Developer
JavaScript,Software Development,3.89,No,Software Engineer
HTML,Web Development,3.15,No,Frontend Developer
Kubernetes,Cloud Computing,3.39,Yes,DevOps Engineer
Azure,Networking,3.32,Yes,Cloud Solutions Architect
React,Software Development,3.0,No,Frontend Developer
Linux,Cloud Computing,3.19,Yes,System Administrator
Linux,Web Development,2.95,Yes,Software Engineer
Data Science,Data Analytics,2.9,No,Data Analyst
Pandas,Machine Learning,3.3,No,Data Scientist
Excel,Business Intelligence,3.88,No,Product Manager
Cyber Security,DevOps,3.43,No,Network Engineer
MongoDB,Software Development,3.63,Yes,Mobile App Developer
Power BI,Data Analytics,3.9,No,Data Analyst
Power BI,Research,3.67,No,Data Analyst
Linux,Networking,3.59,No,Network Engineer
Express.js,Database Management,3.44,Yes,Full Stack Developer
Express.js,Software Development,3.54,Yes,Backend Developer
NumPy,Research,2.92,No,Data Analyst
Tableau,UI/UX Design,3.88,Yes,Product Manager
Machine Learning,Artificial Intelligence,3.93,Yes,AI Engineer
Data Science,Data Science,3.05,Yes,Data Analyst
Deep Learning,Machine Learning,3.11,Yes,Machine Learning Engineer
Pandas,Business Intelligence,3.58,Yes,Business Intelligence Analyst
Dart,Mobile App Development,2.69,No,Flutter Developer
REST APIs,Automation,3.16,No,QA Engineer
Excel,Data Analytics,3.21,No,Data Analyst
React,Database Management,3.71,Yes,Full Stack Developer
Flutter,Mobile App Development,3.19,No,Flutter Developer
JavaScript,Web Development,2.87,No,Full Stack Developer
JavaScript,Web Development,3.74,No,UI/UX Designer
Git,Software Development,3.71,Yes,Flutter Developer
React,Mobile App Development,3.2,Yes,Mobile App Developer
Node.js,Web Development,3.7,Yes,Frontend Developer
MongoDB,Database Management,2.88,No,Backend Developer
Git,Automation,3.94,No,Cloud Engineer
Networking,DevOps,2.86,Yes,System Administrator
Networking,Cloud Computing,3.53,Yes,Network Engineer
Java,Research,3.96,Yes,Software Engineer
Bash,Cloud Computing,2.8,No,DevOps Engineer
AWS,Networking,3.18,No,Cyber Security Analyst
AWS,Automation,3.89,Yes,Cloud Engineer
Data Analysis,Data Analytics,3.22,Yes,Business Analyst
Selenium,Web Development,2.83,No,QA Engineer
Cloud Computing,Automation,3.74,Yes,Cloud Solutions Architect
Azure,Cloud Computing,3.69,Yes,Cloud Engineer
Docker,DevOps,3.55,Yes,DevOps Engineer
MongoDB,Mobile App Development,3.51,No,Mobile App Developer
Firebase,Software Development,3.69,Yes,Flutter Developer
C++,Web Development,3.01,Yes,Software Engineer
Machine Learning,Data Science,3.73,No,Data Scientist
MySQL,Software Development,2.9,Yes,Database Administrator
Python,Database Management,3.02,No,Backend Developer
Tableau,Research,3.31,No,Data Analyst
Flutter,Mobile App Development,3.13,No,Flutter Developer
Tableau,Research,2.85,No,Business Analyst
Bash,Networking,2.68,No,System Administrator
Python,Research,3.62,No,Cyber Security Analyst
Kubernetes,Automation,2.9,Yes,DevOps Engineer
Adobe XD,Web Development,3.07,Yes,UI/UX Designer
Python,Automation,3.27,No,Machine Learning Engineer
CSS,Web Development,2.91,No,Full Stack Developer
Power BI,Data Science,3.81,No,Data Scientist
TypeScript,Software Development,3.03,Yes,Frontend Developer
Linux,Cloud Computing,3.82,No,Cloud Engineer
Python,Business Intelligence,3.21,No,Business Analyst
REST APIs,Software Development,3.28,Yes,Flutter Developer
Dart,Mobile App Development,3.49,No,Mobile App Developer
Data Science,Artificial Intelligence,3.48,No,Data Scientist
Deep Learning,Automation,3.63,Yes,Machine Learning Engineer
Linux,Web Development,3.13,Yes,QA Engineer
SQL,Software Development,3.2,No,QA Engineer
SQL,Data Analytics,3.12,Yes,Business Intelligence Analyst
Linux,Database Management,3.77,No,Backend Developer
REST APIs,Web Development,3.35,No,QA Engineer
PostgreSQL,Software Development,3.35,Yes,Database Administrator
Docker,Machine Learning,3.26,Yes,Machine Learning Engineer
Deep Learning,Research,3.57,No,Data Scientist
Java,Web Development,3.54,No,Software Engineer
Docker,Networking,2.82,Yes,Network Engineer
Ethical Hacking,Cyber Security,3.58,Yes,Cyber Security Analyst
Firebase,Mobile App Development,3.64,Yes,Flutter Developer
Flutter,Software Development,2.79,Yes,Mobile App Developer
Linux,Automation,2.97,No,DevOps Engineer
SQL,Data Analytics,3.34,No,Database Administrator
Git,Automation,3.39,No,Cloud Engineer
Git,Networking,3.4,No,System Administrator
Docker,Networking,3.54,Yes,Cyber Security Analyst
Python,Cloud Computing,3.61,Yes,Cyber Security Analyst
Power BI,Data Science,3.55,Yes,Business Intelligence Analyst
SQL,Data Analytics,3.26,No,Data Analyst
Deep Learning,Research,3.53,Yes,Data Scientist
UI/UX,Web Development,2.66,Yes,UI/UX Designer
AWS,Cloud Computing,3.24,No,Cloud Engineer
Pandas,Machine Learning,3.08,No,Data Scientist
Power BI,Data Science,3.56,No,Data Analyst
Docker,Networking,3.04,No,Network Engineer
Figma,Mobile App Development,2.97,No,UI/UX Designer
MongoDB,Software Development,3.28,Yes,Flutter Developer
HTML,Web Development,3.89,Yes,Full Stack Developer
Python,Automation,2.77,Yes,System Administrator
Machine Learning,Research,3.27,No,AI Engineer
SQL,Database Management,3.63,No,Full Stack Developer
Machine Learning,Machine Learning,3.53,Yes,Data Scientist
Azure,Automation,3.26,No,DevOps Engineer
Docker,Cloud Computing,3.43,No,Network Engineer
